date,total,rolling_mean,rolling_std,upper_bound,lower_bound,is_spike,is_drop,is_anomaly
2025-09-18,60598,55024.57142857143,19536.700999717978,94097.97342800739,15951.169429135472,False,False,False
2025-09-19,57357,51952.71428571428,16640.08483265923,85232.88395103274,18672.54462039582,False,False,False
2025-09-20,49377,50973.857142857145,16547.88553892987,84069.62822071688,17878.086064997406,False,False,False
2025-09-21,4400,49461.0,20417.55834243329,90296.11668486657,8625.883315133418,False,True,True
2025-09-22,40321,47615.42857142857,20602.087085674473,88819.60274277753,6411.254400079626,False,False,False
2025-09-23,48943,45486.42857142857,19379.019857027037,84244.46828548264,6728.388857374499,False,False,False
2025-09-24,56573,45367.0,19295.69458886275,83958.3891777255,6775.610822274502,False,False,False
2025-09-25,53324,44327.857142857145,18518.97558747579,81365.80831780873,7289.9059679055645,False,False,False
2025-09-26,37653,41513.0,17687.311600881218,76887.62320176244,6138.376798237565,False,False,False
2025-09-27,13592,36400.857142857145,20049.3044885899,76499.46612003694,-3697.7518343226548,False,False,False
2025-09-28,2454,36122.857142857145,20573.611443048212,77270.08002895357,-5024.365743239279,False,False,False
2025-09-29,6896,31347.85714285714,23153.910133629506,77655.67741011616,-14959.963124401871,False,False,False
2025-09-30,1944,24633.714285714286,24000.21211513409,72634.13851598247,-23366.709944553895,False,False,False
2025-10-13,70419,26611.714285714286,27400.876255540246,81413.46679679478,-28190.038225366206,False,False,False
2025-10-15,55224,26883.14285714286,27717.170036089985,82317.48292932282,-28551.19721503711,False,False,False
2025-10-16,35279,26544.0,27577.601291627972,81699.20258325594,-28611.202583255945,False,False,False
2025-10-17,104400,39516.57142857143,39325.42376062058,118167.41894981259,-39134.27609266973,False,False,False
2025-10-18,56021,47169.0,35980.96266082942,119130.92532165884,-24792.92532165884,False,False,False
2025-10-19,54703,53998.57142857143,31294.630395948894,116587.83222046922,-8590.68936332636,False,False,False
2025-10-20,15405,55921.57142857143,27778.958450939957,111479.48833045134,363.65452669151273,False,False,False
2025-10-21,7442,46924.857142857145,32154.653708955695,111234.16456076854,-17384.450275054245,False,False,False
2025-10-22,233,39069.0,36246.33968186767,111561.67936373534,-33423.67936373534,False,False,False
2025-10-23,1146,34192.857142857145,39030.19191783277,112253.24097852269,-43867.5266928084,False,False,False
2025-10-24,36207,24451.0,24327.0175114008,73105.0350228016,-24203.035022801603,False,False,False
2025-10-25,48246,23340.285714285714,22773.244562529144,68886.774839344,-22206.203410772574,False,False,False
2025-10-26,28683,19623.14285714286,18528.935474266327,56681.01380567551,-17434.728091389796,False,False,False
2025-10-27,26044,21143.0,18561.580464317543,58266.16092863509,-15980.160928635087,False,False,False
2025-10-28,33734,24899.0,17978.0270701024,60855.0541402048,-11057.054140204797,False,False,False
2025-10-29,27592,28807.428571428572,14324.610173371171,57456.64891817092,158.2082246862301,False,False,False
2025-10-30,111411,44559.57142857143,30420.53059397631,105400.63261652405,-16281.489759381191,True,False,True
2025-10-31,67219,48989.857142857145,31248.318149027768,111486.49344091269,-13506.77915519839,False,False,False
2025-11-01,17849,44647.42857142857,33406.45442055146,111460.33741253149,-22165.48026967435,False,False,False
2025-11-02,97137,54426.57142857143,37697.96162861305,129822.49468579752,-20969.351828654668,False,False,False
2025-11-03,30924,55123.71428571428,37126.397417984095,129376.50912168247,-19129.080550253908,False,False,False
2025-11-04,1007,50448.42857142857,42008.54501113294,134465.51859369446,-33568.66145083731,False,False,False
2025-11-05,75116,57237.57142857143,41536.595615020204,140310.76265861184,-25835.61980146898,False,False,False
2025-11-06,43300,47507.42857142857,34030.61960870508,115568.66778883873,-20553.810645981583,False,False,False
2025-11-07,41536,43838.42857142857,32917.52170125179,109673.47197393214,-21996.614831075007,False,False,False
2025-11-08,50454,48496.28571428572,30870.22666321219,110236.73904071009,-13244.167612138663,False,False,False
2025-11-09,47296,41376.142857142855,22354.984249816087,86086.11135677503,-3333.825642489319,False,False,False
2025-11-10,63946,46093.57142857143,23248.097268788453,92589.76596614833,-402.6231090054789,False,False,False
2025-11-11,41452,51871.42857142857,12896.407702110271,77664.24397564912,26078.61316720803,False,False,False
2025-11-12,38306,46612.857142857145,8641.438218039402,63895.73357893595,29329.98070677834,False,False,False
2025-11-13,32684,45096.28571428572,10124.103609938189,65344.492934162095,24848.07849440934,False,False,False
2025-11-14,44528,45523.71428571428,10011.271076712994,65546.25643914027,25501.172132288295,False,False,False
2025-11-15,108948,53880.0,26175.347867793495,106230.69573558698,1529.304264413011,True,False,True
2025-11-16,52082,54563.71428571428,26036.84731116199,106637.40890803825,2490.0196633903033,False,False,False
2025-11-17,30693,49813.28571428572,27053.41081831944,103920.1073509246,-4293.535922353163,False,False,False
2025-11-18,68935,53739.42857142857,27625.92048455669,108991.26954054195,-1512.412397684806,False,False,False
2025-11-19,108643,63787.57142857143,33288.14631295023,130363.8640544719,-2788.7211973290323,False,False,False
2025-11-25,57514,67334.71428571429,30638.9025462417,128612.5193781977,6056.9091932308875,False,False,False
2025-12-15,138283,80728.28571428571,38492.97086358446,157714.22744145463,3742.343987116794,False,False,False
2025-12-21,28017,69166.71428571429,40695.394222255214,150557.50273022472,-12224.074158796138,False,False,False
2025-12-22,105175,76751.42857142857,41910.03182953195,160571.49223049247,-7068.635087635339,False,False,False
2025-12-23,47327,79127.71428571429,39250.468416373864,157628.65111846203,626.7774529665621,False,False,False
2025-12-24,45839,75828.28571428571,41173.69527871846,158175.67627172262,-6519.104843151203,False,False,False
2025-12-25,48056,67173.0,39458.28109535438,146089.56219070876,-11743.562190708763,False,False,False
2025-12-26,51827,66360.57142857143,39747.78575743621,145856.14294344385,-13135.000086300992,False,False,False
2025-12-27,44873,53016.28571428572,24227.082302761188,101470.4503198081,4562.121108763342,False,False,False
2025-12-28,43473,55224.28571428572,22187.429885067,99599.14548441971,10849.42594415172,False,False,False
2025-12-29,60311,48815.142857142855,5729.358440773271,60273.859738689396,37356.425975596314,True,False,True
2025-12-31,119207,59083.71428571428,27115.946591838358,113315.60746939099,4851.8211020375675,True,False,True
