date,state,district,pincode,total,zscore
2025-10-29,West Bengal,Uttar Dinajpur,733207,35,3.663503839603844
2025-10-29,Uttar Pradesh,Bahraich,271855,46,4.977779718288795
2025-10-29,Uttar Pradesh,Muzaffarnagar,251001,40,4.260901966278822
2025-10-29,Uttar Pradesh,Rampur,244901,38,4.021942715608831
2025-10-29,Uttar Pradesh,Saharanpur,247001,38,4.021942715608831
2025-10-29,Maharashtra,Aurangabad,431001,31,3.1855853382638624
2025-10-29,Assam,Baksa,781372,31,3.1855853382638624
2025-10-29,West Bengal,Uttar Dinajpur,733215,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Barwani,451770,41,4.380381591613817
2025-10-30,Madhya Pradesh,Damoh,470775,45,4.858300092953799
2025-10-30,Madhya Pradesh,Dewas,455001,128,14.775108995758425
2025-10-30,Madhya Pradesh,Guna,473287,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Harda,461331,41,4.380381591613817
2025-10-30,Madhya Pradesh,Hoshangabad,461775,35,3.663503839603844
2025-10-30,Madhya Pradesh,Indore,452010,55,6.053096346303755
2025-10-30,Madhya Pradesh,Indore,453441,41,4.380381591613817
2025-10-30,Madhya Pradesh,Indore,453661,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Jhabua,457775,32,3.305064963598858
2025-10-30,Madhya Pradesh,Jhabua,457777,51,5.575177844963772
2025-10-30,Madhya Pradesh,Katni,483442,40,4.260901966278822
2025-10-30,Madhya Pradesh,Katni,483501,92,10.473842483698586
2025-10-30,Madhya Pradesh,Khargone,451441,74,8.323209227668668
2025-10-30,Madhya Pradesh,Morena,476111,34,3.5440242142688487
2025-10-30,Madhya Pradesh,Panna,488220,77,8.681648103673655
2025-10-30,Madhya Pradesh,Panna,488442,43,4.619340842283808
2025-10-30,Madhya Pradesh,Sagar,470002,41,4.380381591613817
2025-10-30,Madhya Pradesh,Sagar,470335,44,4.738820467618804
2025-10-30,Madhya Pradesh,Shajapur,465001,47,5.09725934362379
2025-10-30,Madhya Pradesh,Shajapur,465106,32,3.305064963598858
2025-10-30,Madhya Pradesh,Shajapur,465337,44,4.738820467618804
2025-10-30,Madhya Pradesh,Ujjain,456665,40,4.260901966278822
2025-10-30,Madhya Pradesh,Vidisha,464001,35,3.663503839603844
2025-10-30,Maharashtra,Aurangabad,431001,108,12.385516489058515
2025-10-30,Maharashtra,Jalna,431203,44,4.738820467618804
2025-10-30,Maharashtra,Mumbai Suburban,400043,30,3.066105712928867
2025-10-30,Maharashtra,Nanded,431604,35,3.663503839603844
2025-10-30,Maharashtra,Thane,400612,65,7.247892599653709
2025-10-30,Maharashtra,Thane,401105,37,3.9024630902738355
2025-10-30,Maharashtra,Thane,401107,53,5.814137095633764
2025-10-30,Maharashtra,Thane,421302,80,9.040086979678641
2025-10-30,Manipur,Chandel,795131,34,3.5440242142688487
2025-10-30,Punjab,Amritsar,143001,36,3.7829834649388396
2025-10-30,Rajasthan,Alwar,301411,35,3.663503839603844
2025-10-30,Rajasthan,Barmer,344702,35,3.663503839603844
2025-10-30,Rajasthan,Bharatpur,321001,56,6.17257597163875
2025-10-30,Rajasthan,Bikaner,334001,54,5.933616720968759
2025-10-30,Rajasthan,Churu,331023,34,3.5440242142688487
2025-10-30,Rajasthan,Jodhpur,342027,32,3.305064963598858
2025-10-30,Rajasthan,Nagaur,341303,30,3.066105712928867
2025-10-30,Chhattisgarh,Kawardha,491995,58,6.411535222308741
2025-10-30,Delhi,North Delhi,110084,35,3.663503839603844
2025-10-30,Delhi,North West Delhi,110085,33,3.4245445889338533
2025-10-30,Delhi,South West Delhi,110043,38,4.021942715608831
2025-10-30,Haryana,Bhiwani,127021,36,3.7829834649388396
2025-10-30,Haryana,Jhajjar,124507,35,3.663503839603844
2025-10-30,Haryana,Jind,126102,45,4.858300092953799
2025-10-30,Haryana,Palwal,121103,54,5.933616720968759
2025-10-30,Jharkhand,Dhanbad,828109,36,3.7829834649388396
2025-10-30,Rajasthan,Sirohi,307026,37,3.9024630902738355
2025-10-30,Rajasthan,Udaipur,313704,31,3.1855853382638624
2025-10-30,Tamil Nadu,Chennai,600012,34,3.5440242142688487
2025-10-30,Tamil Nadu,Dharmapuri,636808,32,3.305064963598858
2025-10-30,Telangana,Hyderabad,500013,36,3.7829834649388396
2025-10-30,Telangana,Hyderabad,500064,37,3.9024630902738355
2025-10-30,Telangana,K.v. Rangareddy,500052,41,4.380381591613817
2025-10-30,Uttar Pradesh,Aligarh,202001,127,14.655629370423428
2025-10-30,Uttar Pradesh,Amroha,244231,30,3.066105712928867
2025-10-30,Uttar Pradesh,Banda,210121,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Bareilly,243123,30,3.066105712928867
2025-10-30,Uttar Pradesh,Basti,272130,32,3.305064963598858
2025-10-30,Uttar Pradesh,Basti,272163,37,3.9024630902738355
2025-10-30,Uttar Pradesh,Bijnor,246701,58,6.411535222308741
2025-10-30,Uttar Pradesh,Bijnor,246725,46,4.977779718288795
2025-10-30,Uttar Pradesh,Bijnor,246731,42,4.499861216948813
2025-10-30,Uttar Pradesh,Bijnor,246763,55,6.053096346303755
2025-10-30,Uttar Pradesh,Bulandshahr,203001,64,7.128412974318714
2025-10-30,Uttar Pradesh,Deoria,274001,35,3.663503839603844
2025-10-30,Uttar Pradesh,Etah,207001,47,5.09725934362379
2025-10-30,Uttar Pradesh,Gautam Buddha Nagar,201306,41,4.380381591613817
2025-10-30,Uttar Pradesh,Gautam Buddha Nagar,203207,53,5.814137095633764
2025-10-30,Uttar Pradesh,Ghaziabad,201005,34,3.5440242142688487
2025-10-30,Uttar Pradesh,Hardoi,241001,77,8.681648103673655
2025-10-30,Uttar Pradesh,Jaunpur,222001,58,6.411535222308741
2025-10-30,Uttar Pradesh,Jaunpur,222142,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Jaunpur,223101,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Jhansi,284204,51,5.575177844963772
2025-10-30,Uttar Pradesh,Kheri,262724,30,3.066105712928867
2025-10-30,Uttar Pradesh,Muzaffarnagar,251001,98,11.19072023570856
2025-10-30,Uttar Pradesh,Pilibhit,262122,56,6.17257597163875
2025-10-30,Uttar Pradesh,Pratapgarh,230204,37,3.9024630902738355
2025-10-30,Uttar Pradesh,Saharanpur,247001,154,17.881579254468306
2025-10-30,Uttar Pradesh,Saharanpur,247451,30,3.066105712928867
2025-10-30,Uttar Pradesh,Sitapur,261135,53,5.814137095633764
2025-10-30,Uttar Pradesh,Unnao,229501,32,3.305064963598858
2025-10-30,Uttar Pradesh,Varanasi,221001,59,6.531014847643736
2025-10-30,Uttar Pradesh,Varanasi,221101,30,3.066105712928867
2025-10-30,Uttar Pradesh,Varanasi,221104,32,3.305064963598858
2025-10-30,Uttarakhand,Dehradun,248197,30,3.066105712928867
2025-10-30,West Bengal,Howrah,711315,51,5.575177844963772
2025-10-30,West Bengal,Howrah,711316,30,3.066105712928867
2025-10-30,West Bengal,Malda,732102,33,3.4245445889338533
2025-10-30,West Bengal,Malda,732210,30,3.066105712928867
2025-10-30,West Bengal,Murshidabad,742148,45,4.858300092953799
2025-10-30,West Bengal,Murshidabad,742166,40,4.260901966278822
2025-10-30,West Bengal,Murshidabad,742189,33,3.4245445889338533
2025-10-30,West Bengal,Murshidabad,742224,75,8.442688853003665
2025-10-30,West Bengal,Nadia,741156,30,3.066105712928867
2025-10-30,West Bengal,South 24 Parganas,700135,39,4.141422340943826
2025-10-30,West Bengal,South 24 Parganas,743337,49,5.336218594293781
2025-10-30,West Bengal,South 24 Parganas,743375,55,6.053096346303755
2025-10-30,West Bengal,Uttar Dinajpur,733208,82,9.279046230348632
2025-10-30,Assam,Nagaon,782122,44,4.738820467618804
2025-10-30,Madhya Pradesh,Alirajpur,457990,61,6.769974098313727
2025-10-30,Madhya Pradesh,Balaghat,481115,30,3.066105712928867
2025-10-30,Madhya Pradesh,Balaghat,481222,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Bhopal,462001,54,5.933616720968759
2025-10-30,Madhya Pradesh,Chhatarpur,471201,37,3.9024630902738355
2025-10-30,Madhya Pradesh,Damoh,470661,38,4.021942715608831
2025-10-30,Madhya Pradesh,Dhar,454116,31,3.1855853382638624
2025-10-30,Madhya Pradesh,Dhar,454446,54,5.933616720968759
2025-10-30,Madhya Pradesh,Indore,452002,35,3.663503839603844
2025-10-30,Madhya Pradesh,Mandsaur,458883,56,6.17257597163875
2025-10-30,Bihar,Madhubani,847408,48,5.2167389689587855
2025-10-30,Chhattisgarh,Bastar,494001,56,6.17257597163875
2025-10-30,Chhattisgarh,Mahasamund,493445,32,3.305064963598858
2025-10-30,Chhattisgarh,Raipur,492001,41,4.380381591613817
2025-10-30,Chhattisgarh,Rajnandgaon,491441,57,6.2920555969737455
2025-10-30,Delhi,East Delhi,110092,43,4.619340842283808
2025-10-30,Delhi,North West Delhi,110086,53,5.814137095633764
2025-10-30,Delhi,South Delhi,110044,51,5.575177844963772
2025-10-30,Delhi,West Delhi,110059,77,8.681648103673655
2025-10-30,Gujarat,Surat,395010,44,4.738820467618804
2025-10-30,Haryana,Hisar,125001,60,6.650494472978732
2025-10-30,Haryana,Kaithal,136027,34,3.5440242142688487
2025-10-30,Haryana,Rohtak,124001,48,5.2167389689587855
2025-10-30,Haryana,Sirsa,125055,43,4.619340842283808
2025-10-30,Haryana,Sonipat,131001,40,4.260901966278822
2025-10-30,Haryana,Sonipat,131301,34,3.5440242142688487
2025-10-30,Jammu and Kashmir,Pulwama,192301,34,3.5440242142688487
2025-10-30,Jharkhand,Jamtara,815352,69,7.725811100993691
2025-10-30,Madhya Pradesh,Panna,488333,51,5.575177844963772
2025-10-30,Madhya Pradesh,Panna,488441,48,5.2167389689587855
2025-10-30,Madhya Pradesh,Ratlam,457001,59,6.531014847643736
2025-10-30,Madhya Pradesh,Shajapur,465333,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Sidhi,486670,61,6.769974098313727
2025-10-30,Madhya Pradesh,Tikamgarh,472111,30,3.066105712928867
2025-10-30,Madhya Pradesh,Ujjain,456224,60,6.650494472978732
2025-10-30,Madhya Pradesh,Ujjain,456335,51,5.575177844963772
2025-10-30,Madhya Pradesh,Umaria,484555,34,3.5440242142688487
2025-10-30,Madhya Pradesh,Umaria,484661,77,8.681648103673655
2025-10-30,Maharashtra,Latur,413512,47,5.09725934362379
2025-10-30,Maharashtra,Pune,411048,32,3.305064963598858
2025-10-30,Punjab,Bathinda,151001,42,4.499861216948813
2025-10-30,Punjab,Ludhiana,141007,32,3.305064963598858
2025-10-30,Rajasthan,Ajmer,305001,35,3.663503839603844
2025-10-30,Rajasthan,Alwar,301001,76,8.56216847833866
2025-10-30,Rajasthan,Barmer,344033,42,4.499861216948813
2025-10-30,Rajasthan,Barmer,344706,30,3.066105712928867
2025-10-30,Rajasthan,Churu,331001,40,4.260901966278822
2025-10-30,Rajasthan,Churu,331022,44,4.738820467618804
2025-10-30,Rajasthan,Churu,331507,31,3.1855853382638624
2025-10-30,Rajasthan,Jalor,343041,61,6.769974098313727
2025-10-30,Telangana,Hyderabad,500023,34,3.5440242142688487
2025-10-30,Uttar Pradesh,Agra,282001,73,8.203729602333674
2025-10-30,Uttar Pradesh,Agra,282007,32,3.305064963598858
2025-10-30,Uttar Pradesh,Amroha,244221,44,4.738820467618804
2025-10-30,Uttar Pradesh,Azamgarh,276001,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Baghpat,250611,50,5.455698219628776
2025-10-30,Uttar Pradesh,Bahraich,271801,39,4.141422340943826
2025-10-30,Uttar Pradesh,Bahraich,271865,81,9.159566605013637
2025-10-30,Uttar Pradesh,Bareilly,243001,52,5.694657470298767
2025-10-30,Uttar Pradesh,Bareilly,243503,43,4.619340842283808
2025-10-30,Uttar Pradesh,Bijnor,246762,54,5.933616720968759
2025-10-30,Uttar Pradesh,Chitrakoot,210205,61,6.769974098313727
2025-10-30,Uttar Pradesh,Chitrakoot,210209,65,7.247892599653709
2025-10-30,Uttar Pradesh,Firozabad,283203,66,7.367372224988705
2025-10-30,Uttar Pradesh,Hapur,245101,80,9.040086979678641
2025-10-30,Uttar Pradesh,Hardoi,241303,33,3.4245445889338533
2025-10-30,Uttar Pradesh,Hathras,204101,46,4.977779718288795
2025-10-30,Uttar Pradesh,Jhansi,284003,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Kanpur Nagar,208011,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Kheri,262804,42,4.499861216948813
2025-10-30,Uttar Pradesh,Lucknow,226003,100,11.42967948637855
2025-10-30,Uttar Pradesh,Meerut,250001,68,7.6063314756586955
2025-10-30,Uttar Pradesh,Muzaffarnagar,251002,56,6.17257597163875
2025-10-30,Uttar Pradesh,Muzaffarnagar,251309,55,6.053096346303755
2025-10-30,Uttar Pradesh,Rampur,244921,43,4.619340842283808
2025-10-30,Uttar Pradesh,Saharanpur,247341,48,5.2167389689587855
2025-10-30,Uttar Pradesh,Sambhal,202421,33,3.4245445889338533
2025-10-30,Uttar Pradesh,Shahjahanpur,242001,86,9.756964731688614
2025-10-30,Uttar Pradesh,Shamli,247774,43,4.619340842283808
2025-10-30,Uttar Pradesh,Unnao,209801,60,6.650494472978732
2025-10-30,West Bengal,Howrah,711312,30,3.066105712928867
2025-10-30,West Bengal,Howrah,711401,38,4.021942715608831
2025-10-30,West Bengal,Malda,732124,40,4.260901966278822
2025-10-30,West Bengal,Murshidabad,742213,55,6.053096346303755
2025-10-30,West Bengal,Murshidabad,742304,40,4.260901966278822
2025-10-30,West Bengal,North 24 Parganas,743423,31,3.1855853382638624
2025-10-30,West Bengal,South 24 Parganas,743312,58,6.411535222308741
2025-10-30,West Bengal,South 24 Parganas,743368,52,5.694657470298767
2025-10-30,West Bengal,South 24 Parganas,743376,59,6.531014847643736
2025-10-30,West Bengal,South 24 Parganas,743399,47,5.09725934362379
2025-10-30,West Bengal,South 24 Parganas,743502,64,7.128412974318714
2025-10-30,West Bengal,Uttar Dinajpur,733129,31,3.1855853382638624
2025-10-30,West Bengal,Uttar Dinajpur,733201,66,7.367372224988705
2025-10-30,West Bengal,Uttar Dinajpur,733209,42,4.499861216948813
2025-10-30,Jammu and Kashmir,Doda,182203,99,11.310199861043555
2025-10-30,Jammu and Kashmir,Kupwara,193224,37,3.9024630902738355
2025-10-30,Jammu and Kashmir,Ramban,182144,35,3.663503839603844
2025-10-30,Jharkhand,Deoghar,815353,32,3.305064963598858
2025-10-30,Karnataka,Raichur,584111,35,3.663503839603844
2025-10-30,Madhya Pradesh,Alirajpur,457888,39,4.141422340943826
2025-10-30,Madhya Pradesh,Barwani,451551,36,3.7829834649388396
2025-10-30,Madhya Pradesh,Chhatarpur,471515,47,5.09725934362379
2025-10-30,Madhya Pradesh,Chhindwara,480001,65,7.247892599653709
2025-10-30,Madhya Pradesh,Chhindwara,480441,44,4.738820467618804
2025-10-30,Madhya Pradesh,Dewas,455336,70,7.845290726328686
2025-10-30,Madhya Pradesh,Gwalior,474001,32,3.305064963598858
2025-10-30,Madhya Pradesh,Hoshangabad,461990,34,3.5440242142688487
2025-10-30,Madhya Pradesh,Mandla,481661,39,4.141422340943826
2025-10-30,Madhya Pradesh,Morena,476001,53,5.814137095633764
2025-10-30,Madhya Pradesh,Panna,488001,62,6.889453723648723
2025-10-30,Madhya Pradesh,Panna,488058,31,3.1855853382638624
2025-10-30,Madhya Pradesh,Rewa,486223,30,3.066105712928867
2025-10-30,Madhya Pradesh,Sagar,470113,34,3.5440242142688487
2025-10-30,Madhya Pradesh,Satna,485773,50,5.455698219628776
2025-10-30,Madhya Pradesh,Satna,485775,30,3.066105712928867
2025-10-30,Madhya Pradesh,Singrauli,486886,111,12.743955365063501
2025-10-30,Madhya Pradesh,Tikamgarh,472001,35,3.663503839603844
2025-10-30,Madhya Pradesh,Ujjain,456550,31,3.1855853382638624
2025-10-30,Madhya Pradesh,Vidisha,464228,31,3.1855853382638624
2025-10-30,Maharashtra,Jalna,431114,31,3.1855853382638624
2025-10-30,Maharashtra,Nashik,423203,90,10.234883233028595
2025-10-30,Maharashtra,Parbhani,431514,35,3.663503839603844
2025-10-30,Maharashtra,Pune,411014,33,3.4245445889338533
2025-10-30,Maharashtra,Thane,421503,40,4.260901966278822
2025-10-30,Odisha,Bargarh,768036,49,5.336218594293781
2025-10-30,Punjab,Ludhiana,141003,48,5.2167389689587855
2025-10-30,Rajasthan,Bikaner,331803,35,3.663503839603844
2025-10-30,Rajasthan,Jaisalmer,345001,38,4.021942715608831
2025-10-30,Rajasthan,Pali,306401,35,3.663503839603844
2025-10-30,Telangana,Hyderabad,500005,33,3.4245445889338533
2025-10-30,Telangana,Hyderabad,500006,30,3.066105712928867
2025-10-30,Uttar Pradesh,Amroha,244241,36,3.7829834649388396
2025-10-30,Uttar Pradesh,Basti,272194,32,3.305064963598858
2025-10-30,Uttar Pradesh,Chitrakoot,210207,41,4.380381591613817
2025-10-30,Uttar Pradesh,Fatehpur,212601,64,7.128412974318714
2025-10-30,Uttar Pradesh,Gautam Buddha Nagar,201301,71,7.964770351663682
2025-10-30,Uttar Pradesh,Ghaziabad,201102,79,8.920607354343646
2025-10-30,Uttar Pradesh,Ghaziabad,201204,32,3.305064963598858
2025-10-30,Uttar Pradesh,Ghaziabad,245304,35,3.663503839603844
2025-10-30,Uttar Pradesh,Gonda,271001,40,4.260901966278822
2025-10-30,Uttar Pradesh,Hardoi,241301,36,3.7829834649388396
2025-10-30,Uttar Pradesh,Jaunpur,222161,30,3.066105712928867
2025-10-30,Uttar Pradesh,Kanpur Nagar,208021,44,4.738820467618804
2025-10-30,Uttar Pradesh,Lalitpur,284403,34,3.5440242142688487
2025-10-30,Uttar Pradesh,Lucknow,226010,47,5.09725934362379
2025-10-30,Uttar Pradesh,Lucknow,226020,30,3.066105712928867
2025-10-30,Uttar Pradesh,Lucknow,226021,43,4.619340842283808
2025-10-30,Uttar Pradesh,Mainpuri,205001,53,5.814137095633764
2025-10-30,Uttar Pradesh,Meerut,250002,147,17.045221877123335
2025-10-30,Uttar Pradesh,Meerut,250004,33,3.4245445889338533
2025-10-30,Uttar Pradesh,Meerut,250404,34,3.5440242142688487
2025-10-30,Uttar Pradesh,Moradabad,244001,166,19.31533475848825
2025-10-30,Uttar Pradesh,Moradabad,244501,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Rampur,244927,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Shamli,247775,67,7.4868518503237
2025-10-30,Uttar Pradesh,Sultanpur,228001,36,3.7829834649388396
2025-10-30,Uttar Pradesh,Unnao,241504,40,4.260901966278822
2025-10-30,Uttar Pradesh,Varanasi,221002,36,3.7829834649388396
2025-10-30,Uttarakhand,Udham Singh Nagar,263148,32,3.305064963598858
2025-10-30,West Bengal,Birbhum,731219,50,5.455698219628776
2025-10-30,West Bengal,Dakshin Dinajpur,733124,41,4.380381591613817
2025-10-30,West Bengal,Howrah,711303,50,5.455698219628776
2025-10-30,West Bengal,Malda,732201,59,6.531014847643736
2025-10-30,West Bengal,Malda,732206,43,4.619340842283808
2025-10-30,West Bengal,Murshidabad,742201,72,8.084249976998677
2025-10-30,West Bengal,Murshidabad,742202,103,11.788118362383537
2025-10-30,West Bengal,Nadia,741123,32,3.305064963598858
2025-10-30,West Bengal,Nadia,741137,33,3.4245445889338533
2025-10-30,West Bengal,South 24 Parganas,743355,77,8.681648103673655
2025-10-30,West Bengal,Uttar Dinajpur,733202,156,18.120538505138295
2025-10-30,West Bengal,Uttar Dinajpur,733210,114,13.102394241068488
2025-10-30,West Bengal,Uttar Dinajpur,733215,77,8.681648103673655
2025-10-30,Assam,Sonitpur,784027,45,4.858300092953799
2025-10-30,Bihar,Darbhanga,847203,33,3.4245445889338533
2025-10-30,Bihar,Sheikhpura,811105,31,3.1855853382638624
2025-10-30,Bihar,Sitamarhi,843302,37,3.9024630902738355
2025-10-30,Chhattisgarh,Bilaspur,495001,48,5.2167389689587855
2025-10-30,Chhattisgarh,Korba,495445,32,3.305064963598858
2025-10-30,Chhattisgarh,Mungeli,495334,39,4.141422340943826
2025-10-30,Chhattisgarh,Raipur,493661,36,3.7829834649388396
2025-10-30,Delhi,North East,110094,32,3.305064963598858
2025-10-30,Delhi,North East Delhi,110053,47,5.09725934362379
2025-10-30,Haryana,Fatehabad,125051,40,4.260901966278822
2025-10-30,Haryana,Hisar,125033,42,4.499861216948813
2025-10-30,Haryana,Yamuna Nagar,135001,63,7.008933348983718
2025-10-30,Assam,Goalpara,783129,42,4.499861216948813
2025-10-30,Assam,Marigaon,782127,33,3.4245445889338533
2025-10-30,Assam,Sonitpur,784507,35,3.663503839603844
2025-10-30,Bihar,Araria,854311,69,7.725811100993691
2025-10-30,Bihar,Araria,854333,35,3.663503839603844
2025-10-30,Bihar,Banka,813106,32,3.305064963598858
2025-10-30,Chhattisgarh,Bilaspur,495551,45,4.858300092953799
2025-10-30,Chhattisgarh,Kondagaon,494226,51,5.575177844963772
2025-10-30,Chhattisgarh,Mungeli,495115,50,5.455698219628776
2025-10-30,Delhi,East Delhi,110091,36,3.7829834649388396
2025-10-30,Delhi,North East Delhi,110093,30,3.066105712928867
2025-10-30,Delhi,North East Delhi,110094,112,12.863434990398497
2025-10-30,Delhi,North West Delhi,110042,36,3.7829834649388396
2025-10-30,Delhi,South West Delhi,110045,33,3.4245445889338533
2025-10-30,Haryana,Faridabad,121001,47,5.09725934362379
2025-10-30,Haryana,Faridabad,121004,86,9.756964731688614
2025-10-30,Haryana,Faridabad,121005,36,3.7829834649388396
2025-10-30,Haryana,Karnal,132001,46,4.977779718288795
2025-10-30,Haryana,Mahendragarh,123001,35,3.663503839603844
2025-10-30,Haryana,Palwal,121102,57,6.2920555969737455
2025-10-30,Haryana,Panipat,132103,83,9.398525855683628
2025-10-30,Jammu and Kashmir,Punch,185102,44,4.738820467618804
2025-10-30,Madhya Pradesh,Anuppur,484881,31,3.1855853382638624
2025-10-30,Madhya Pradesh,Barwani,451666,84,9.518005481018623
2025-10-30,Madhya Pradesh,Betul,460001,45,4.858300092953799
2025-10-30,Madhya Pradesh,Chhatarpur,471501,34,3.5440242142688487
2025-10-30,Madhya Pradesh,Chhatarpur,471525,49,5.336218594293781
2025-10-30,Madhya Pradesh,Dewas,455116,33,3.4245445889338533
2025-10-30,Madhya Pradesh,East Nimar,450117,36,3.7829834649388396
2025-10-30,Madhya Pradesh,Guna,473001,70,7.845290726328686
2025-10-30,Madhya Pradesh,Gwalior,475110,35,3.663503839603844
2025-10-30,Madhya Pradesh,Indore,452016,54,5.933616720968759
2025-10-30,Madhya Pradesh,Jabalpur,482002,30,3.066105712928867
2025-10-30,Madhya Pradesh,Jabalpur,483119,44,4.738820467618804
2025-10-30,Madhya Pradesh,Jabalpur,483225,38,4.021942715608831
2025-10-30,Madhya Pradesh,Jabalpur,483334,51,5.575177844963772
2025-10-30,Madhya Pradesh,Jhabua,457661,159,18.47897738114328
2025-10-30,Madhya Pradesh,Jhabua,457993,47,5.09725934362379
2025-10-30,Madhya Pradesh,Raisen,464881,39,4.141422340943826
2025-10-30,Madhya Pradesh,Rajgarh,465667,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Sagar,470001,70,7.845290726328686
2025-10-30,Madhya Pradesh,Sagar,470227,33,3.4245445889338533
2025-10-30,Madhya Pradesh,Sehore,466001,36,3.7829834649388396
2025-10-30,Madhya Pradesh,Shahdol,484001,36,3.7829834649388396
2025-10-30,Madhya Pradesh,Sidhi,486771,42,4.499861216948813
2025-10-30,Madhya Pradesh,Singrauli,486892,34,3.5440242142688487
2025-10-30,Madhya Pradesh,Ujjain,456010,56,6.17257597163875
2025-10-30,Maharashtra,Akola,444001,34,3.5440242142688487
2025-10-30,Maharashtra,Beed,431122,32,3.305064963598858
2025-10-30,Maharashtra,Dhule,424001,42,4.499861216948813
2025-10-30,Maharashtra,Nandurbar,425414,51,5.575177844963772
2025-10-30,Maharashtra,Palghar,401209,38,4.021942715608831
2025-10-30,Maharashtra,Parbhani,431509,36,3.7829834649388396
2025-10-30,Maharashtra,Pune,412105,36,3.7829834649388396
2025-10-30,Maharashtra,Pune,412301,30,3.066105712928867
2025-10-30,Meghalaya,West Garo Hills,794104,40,4.260901966278822
2025-10-30,Nagaland,Kiphire,798611,31,3.1855853382638624
2025-10-30,Punjab,Patiala,147001,41,4.380381591613817
2025-10-30,Rajasthan,Banswara,327001,33,3.4245445889338533
2025-10-30,Rajasthan,Jodhpur,342001,75,8.442688853003665
2025-10-30,Rajasthan,Udaipur,307025,38,4.021942715608831
2025-10-30,Uttar Pradesh,Saharanpur,247554,44,4.738820467618804
2025-10-30,Uttar Pradesh,Shamli,247776,60,6.650494472978732
2025-10-30,Uttar Pradesh,Sultanpur,228151,31,3.1855853382638624
2025-10-30,Uttar Pradesh,Unnao,209861,32,3.305064963598858
2025-10-30,Uttarakhand,Dehradun,248001,83,9.398525855683628
2025-10-30,Uttarakhand,Haridwar,247667,35,3.663503839603844
2025-10-30,Uttarakhand,Udham Singh Nagar,244713,42,4.499861216948813
2025-10-30,West Bengal,Birbhum,731224,30,3.066105712928867
2025-10-30,West Bengal,Birbhum,731237,37,3.9024630902738355
2025-10-30,West Bengal,Cooch Behar,736135,45,4.858300092953799
